1,Thu Aug 19 21:54:38 2021,125094,car,2,4856,PC7C042B7,Unnamed: 0,Thu
7878,Thu Aug 12 01:03:35 2021,901299,CAR,2,4771,PC71FE98A,787.0,Thu
7879,Fri Jul 30 20:29:08 2021,2250293,TRUCK,4,4111,PC07F012A,787.0,Fri
7880,Thu Aug  5 10:26:20 2021,3398884,CAR,2,4142,PC7ACFF7C,788.0,Thu
7881,Sun Aug 15 22:03:44 2021,1975451,CAR,2,4362,PC670999C,788.0,Sun
7882,Thu Aug  5 19:36:43 2021,808933,TRUCK,4,4007,PCDF9F773,788.0,Thu
7883,Wed Aug 11 14:31:56 2021,8467359,CAR,2,4569,PC20129F9,788.0,Wed
7884,Tue Aug 10 02:18:42 2021,1070452,VAN,2,4317,PC0DC6CAB,788.0,Tue
7885,Thu Aug 19 07:22:16 2021,626375,TRUCK,4,4294,PC867796D,788.0,Thu
7886,Wed Aug  4 03:22:46 2021,5787154,CAR,2,4503,PC69DE15C,788.0,Wed
7887,Tue Aug 10 15:45:09 2021,9361101,VAN,2,4591,PCC9875AC,788.0,Tue
7888,Fri Aug  6 22:08:28 2021,5036976,TRUCK,4,4661,PC1585DF2,788.0,Fri
7889,Sat Aug 14 15:58:50 2021,505175,CAR,2,4176,PC11E9595,788.0,Sat
7890,Wed Aug 18 05:39:22 2021,1402410,CAR,2,4699,PC2C1B987,789.0,Wed
7891,Fri Aug 20 08:15:01 2021,349489,CAR,2,4818,PCF243BF3,789.0,Fri
7892,Thu Aug 12 07:37:32 2021,1279891,VAN,2,4161,PCF8F6133,789.0,Thu
7893,Tue Aug 10 22:07:53 2021,6418470,VAN,2,4848,PCF0FC9B2,789.0,Tue
7894,Thu Aug 19 10:10:26 2021,2441775,TRUCK,4,4458,PCECEBBFA,789.0,Thu
7895,Tue Aug 10 00:08:34 2021,7504773,CAR,2,4973,PC9C7C18E,789.0,Tue
7896,Sat Aug 21 21:48:32 2021,3638570,TRUCK,4,4165,PC0D2B95C,789.0,Sat
7897,Thu Jul 29 20:19:38 2021,1182569,TRUCK,4,4078,PC8473A64,789.0,Thu
7898,Tue Aug  3 13:03:58 2021,3129706,CAR,2,4702,PCDBC3AC9,789.0,Tue
7899,Thu Aug 12 21:44:02 2021,4513305,VAN,2,4482,PCB6A16D7,789.0,Thu
7900,Sun Aug  1 10:47:41 2021,9266205,CAR,2,4230,PC19CE0DB,790.0,Sun
7901,Sat Aug  7 05:47:28 2021,4875404,CAR,2,4296,PCA24C1E1,790.0,Sat
7902,Fri Aug 20 20:10:34 2021,1977397,CAR,2,4248,PC45EBEBC,790.0,Fri
7903,Wed Aug 18 12:46:14 2021,9398106,CAR,2,4634,PCC72D8B8,790.0,Wed
7904,Tue Aug 10 07:40:57 2021,4585608,TRUCK,4,4622,PCF31BD97,790.0,Tue
7905,Thu Jul 29 19:34:50 2021,9526444,CAR,2,4093,PC951FE7E,790.0,Thu
7906,Sat Aug 14 08:46:05 2021,3768034,VAN,2,4060,PC481C9F9,790.0,Sat
7907,Sat Aug  7 09:10:54 2021,8976458,CAR,2,4807,PCAFC45DA,790.0,Sat
7908,Sat Aug 14 13:38:10 2021,7187468,VAN,2,4783,PC9889263,790.0,Sat
7909,Tue Aug 17 18:14:26 2021,2542786,TRUCK,4,4732,PCD83DE25,790.0,Tue
7910,Wed Aug 18 21:12:08 2021,4556794,CAR,2,4550,PC21A1833,791.0,Wed
7911,Sat Aug 14 12:22:44 2021,5238283,CAR,2,4450,PC0B2B03E,791.0,Sat
7912,Sat Aug 21 20:06:00 2021,855883,VAN,2,4136,PCA579A65,791.0,Sat
7913,Fri Jul 30 08:28:38 2021,3820686,CAR,2,4069,PCC48608C,791.0,Fri
7914,Sun Aug  8 13:13:35 2021,3693553,TRUCK,4,4654,PCBA5D8AB,791.0,Sun
7915,Sat Aug 21 08:10:01 2021,4890311,CAR,2,4536,PCC6C5CFB,791.0,Sat
7916,Tue Aug 17 05:55:28 2021,8765356,VAN,2,4731,PCFFC2992,791.0,Tue
7917,Fri Aug  6 20:20:26 2021,5388161,CAR,2,4920,PC42A3AB0,791.0,Fri
7918,Mon Aug  9 19:58:02 2021,3891802,CAR,2,4126,PC74CE451,791.0,Mon
7919,Thu Aug  5 11:56:28 2021,5365149,CAR,2,4418,PCF6EECB2,791.0,Thu
7920,Fri Aug  6 05:29:18 2021,7348680,TRUCK,4,4010,PC3A7AACB,792.0,Fri
7921,Sun Aug 15 11:52:41 2021,3377692,CAR,2,4232,PC4156AD5,792.0,Sun
7922,Thu Aug 19 01:49:12 2021,4965262,CAR,2,4273,PC0EF5BA6,792.0,Thu
7923,Fri Jul 30 19:03:10 2021,2476064,TRUCK,4,4362,PC670999C,792.0,Fri
7924,Sun Aug 15 17:03:34 2021,4628297,CAR,2,4406,PC7A54E18,792.0,Sun
7925,Fri Aug 13 06:06:05 2021,931785,CAR,2,4075,PC2125618,792.0,Fri
7926,Sat Aug  7 10:47:08 2021,413779,CAR,2,4075,PC2125618,792.0,Sat
7927,Thu Aug 12 11:55:11 2021,8457633,VAN,2,4278,PC4847214,792.0,Thu
7928,Fri Aug 20 16:50:12 2021,9679050,TRUCK,4,4031,PC0214185,792.0,Fri
7929,Mon Aug  2 03:20:31 2021,6146959,CAR,2,4550,PC21A1833,792.0,Mon
7930,Mon Aug 16 22:14:58 2021,9228681,CAR,2,4014,PCF14D1E3,793.0,Mon
7931,Sun Aug  8 10:05:28 2021,3267230,CAR,2,4294,PC867796D,793.0,Sun
7932,Mon Aug  2 07:00:11 2021,7651983,CAR,2,4407,PC7FEC2CE,793.0,Mon
7933,Sat Aug  7 16:14:42 2021,130151,CAR,2,4875,PC40FC710,793.0,Sat
7934,Sun Aug 15 00:59:55 2021,7452820,CAR,2,4041,PCB566359,793.0,Sun
7935,Mon Aug 16 09:42:02 2021,5576025,CAR,2,4833,PC71A1452,793.0,Mon
7936,Wed Aug  4 13:41:53 2021,5860265,CAR,2,4922,PC785D63F,793.0,Wed
7937,Mon Aug  9 14:06:32 2021,309448,TRUCK,4,4313,PC6D0FC31,793.0,Mon
7938,Wed Aug 18 22:52:56 2021,9292153,CAR,2,4304,PC89FB76E,793.0,Wed
7939,Thu Aug 12 13:58:44 2021,3199063,CAR,2,4384,PC59A33DE,793.0,Thu
7940,Wed Aug 11 15:46:48 2021,7937445,TRUCK,4,4725,PCB905D54,794.0,Wed
7941,Sun Aug 22 12:53:39 2021,5988353,TRUCK,4,4913,PC685427C,794.0,Sun
7942,Wed Aug 18 23:12:49 2021,6005205,VAN,2,4920,PC42A3AB0,794.0,Wed
7943,Thu Aug  5 05:51:04 2021,1410520,CAR,2,4159,PC5631507,794.0,Thu
7944,Sun Aug 15 15:09:52 2021,9019602,TRUCK,4,4461,PCACD9839,794.0,Sun
7945,Wed Aug 11 11:34:54 2021,5462098,TRUCK,4,4083,PC90346C9,794.0,Wed
7946,Wed Aug 18 23:19:19 2021,8867592,TRUCK,4,4529,PC3FAA264,794.0,Wed
7947,Tue Aug  3 23:19:30 2021,3214640,CAR,2,4078,PC8473A64,794.0,Tue
7948,Wed Aug 11 07:14:15 2021,308723,CAR,2,4937,PCD30D908,794.0,Wed
7949,Sat Jul 31 21:00:03 2021,5186193,CAR,2,4073,PCA3797CA,794.0,Sat
7950,Fri Aug 20 18:07:20 2021,4795616,CAR,2,4343,PC0F6325D,795.0,Fri
7951,Sun Aug 22 10:23:34 2021,7032551,VAN,2,4282,PCCE002E5,795.0,Sun
7952,Sat Aug  7 01:20:53 2021,770925,VAN,2,4094,PC53A52CB,795.0,Sat
7953,Thu Aug 12 02:25:30 2021,2639964,CAR,2,4532,PC8DD921E,795.0,Thu
7954,Fri Jul 30 21:35:06 2021,5754138,CAR,2,4889,PC3547FAD,795.0,Fri
7955,Mon Aug 16 00:26:51 2021,7334710,VAN,2,4499,PC1EEDA04,795.0,Mon
7956,Sat Aug 21 12:09:43 2021,5143005,TRUCK,4,4793,PCD8E3CCB,795.0,Sat
7957,Sun Aug 15 22:12:33 2021,8364390,CAR,2,4514,PC374C341,795.0,Sun
7958,Sat Aug  7 19:49:09 2021,4986272,CAR,2,4216,PC53B475D,795.0,Sat
7959,Sat Aug 21 10:05:51 2021,9768554,CAR,2,4154,PC2C2EF9E,795.0,Sat
7960,Fri Aug 13 14:18:19 2021,6712631,CAR,2,4523,PC0005AC7,796.0,Fri
7961,Mon Aug  9 08:24:43 2021,5773630,VAN,2,4938,PC6C57ED3,796.0,Mon
7962,Sat Aug 21 17:19:09 2021,3410656,TRUCK,4,4671,PCCAAFB48,796.0,Sat
7963,Mon Aug  9 11:29:04 2021,1166785,CAR,2,4345,PCAC01231,796.0,Mon
7964,Thu Aug 12 13:00:47 2021,8283876,TRUCK,4,5008,PC48D61BB,796.0,Thu
7965,Wed Aug 11 14:45:05 2021,738334,CAR,2,4538,PCDE5402C,796.0,Wed
7966,Wed Aug 18 20:19:12 2021,9060519,TRUCK,4,4494,PC1592ACA,796.0,Wed
7967,Sat Aug 21 11:52:40 2021,2713838,CAR,2,4104,PC0A63844,796.0,Sat
7968,Wed Aug 11 17:37:19 2021,2629555,CAR,2,4944,PC41EEC34,796.0,Wed
7969,Mon Aug  9 14:58:43 2021,385544,TRUCK,4,4935,PC327D635,796.0,Mon
7970,Thu Jul 29 21:44:14 2021,1652111,CAR,2,4366,PC09D71DF,797.0,Thu
7971,Fri Aug  6 04:02:29 2021,9240149,CAR,2,4222,PC15EC378,797.0,Fri
7972,Wed Aug 18 17:51:48 2021,7984027,TRUCK,4,4344,PC417B8DF,797.0,Wed
7973,Fri Aug 20 15:47:19 2021,7477542,CAR,2,4203,PC5295A46,797.0,Fri
7974,Sat Aug 21 05:09:49 2021,1972381,CAR,2,4524,PCF8BB245,797.0,Sat
7975,Sat Aug 14 16:50:26 2021,1427799,CAR,2,4527,PC59A0CB2,797.0,Sat
7976,Wed Aug 18 22:55:39 2021,2134270,CAR,2,4889,PC3547FAD,797.0,Wed
7977,Tue Aug 10 00:08:48 2021,5539719,CAR,2,4622,PCF31BD97,797.0,Tue
7978,Wed Aug 18 16:11:11 2021,9982542,CAR,2,4152,PCF6F4CA1,797.0,Wed
7979,Fri Aug  6 08:15:12 2021,5769531,CAR,2,4852,PC68969FB,797.0,Fri
7980,Sun Aug  8 15:38:45 2021,8931718,CAR,2,4539,PC684859B,798.0,Sun
7981,Thu Aug  5 09:30:32 2021,6780922,TRUCK,4,4150,PCC8441A8,798.0,Thu
7982,Fri Aug 20 01:35:36 2021,4171823,CAR,2,4949,PC86E9EB7,798.0,Fri
7983,Wed Aug 18 05:05:04 2021,2667387,CAR,2,4772,PC7368097,798.0,Wed
7984,Sun Aug  1 15:47:54 2021,9293032,VAN,2,4608,PCACD1BEE,798.0,Sun
7985,Sat Aug 21 09:00:18 2021,793322,CAR,2,4215,PC4C76F48,798.0,Sat
7986,Sat Jul 31 14:11:33 2021,3436962,CAR,2,4810,PC2CA4087,798.0,Sat
7987,Tue Aug 10 06:23:15 2021,8172584,CAR,2,4815,PC19C02F1,798.0,Tue
7988,Sat Aug 21 11:57:23 2021,6682316,VAN,2,4498,PCA770E5A,798.0,Sat
7989,Fri Aug 20 23:04:04 2021,178571,TRUCK,4,4543,PC74F5EBA,798.0,Fri
7990,Thu Aug 12 05:19:12 2021,22028,CAR,2,4809,PCAD363FC,799.0,Thu
7991,Sun Aug  8 04:05:58 2021,4829742,CAR,2,4712,PC94168A2,799.0,Sun
7992,Thu Aug 12 20:01:33 2021,7736261,CAR,2,4447,PC6B030C6,799.0,Thu
7993,Mon Aug  2 09:44:10 2021,7101276,CAR,2,4743,PCE6EEF2E,799.0,Mon
7994,Mon Aug 16 00:36:32 2021,3900743,CAR,2,4081,PCC825DB2,799.0,Mon
7995,Sat Jul 31 18:27:17 2021,8018641,CAR,2,4123,PCDE850D8,799.0,Sat
7996,Sun Aug 22 18:27:24 2021,1215508,CAR,2,4474,PCFEAE55E,799.0,Sun
7997,Tue Aug 10 22:06:35 2021,9185033,CAR,2,4680,PCC422F4D,799.0,Tue
7998,Tue Aug  3 18:36:42 2021,7972769,TRUCK,4,4457,PCFBF2259,799.0,Tue
7999,Thu Aug 19 12:24:40 2021,9731744,CAR,2,4079,PCF1366ED,799.0,Thu
8000,Sat Jul 31 14:47:38 2021,3697392,CAR,2,4824,PCFEADFE6,800.0,Sat
8001,Sun Aug  8 16:48:37 2021,1137230,CAR,2,4661,PC1585DF2,800.0,Sun
8002,Sat Aug 21 22:22:25 2021,9076209,CAR,2,4069,PCC48608C,800.0,Sat
8003,Thu Aug  5 17:56:27 2021,9471109,CAR,2,4023,PC77793DF,800.0,Thu
8004,Sat Aug 14 20:37:56 2021,9743203,CAR,2,4712,PC94168A2,800.0,Sat
8005,Thu Aug  5 03:46:52 2021,5782771,CAR,2,4633,PC974552B,800.0,Thu
8006,Sat Jul 31 07:44:54 2021,2370728,VAN,2,4633,PC974552B,800.0,Sat
8007,Wed Aug  4 16:13:08 2021,4614512,TRUCK,4,4183,PCF5E7754,800.0,Wed
8008,Wed Aug 11 20:39:17 2021,9706786,CAR,2,4736,PC6A65941,800.0,Wed
8009,Fri Aug 20 06:15:20 2021,4068744,TRUCK,4,4265,PC5B2AFFA,800.0,Fri
8010,Thu Aug  5 05:46:35 2021,6788918,VAN,2,4577,PC8FE0901,801.0,Thu
8011,Thu Aug 19 07:39:17 2021,1344672,CAR,2,4606,PC0C535B6,801.0,Thu
8012,Tue Aug  3 03:53:55 2021,2820905,TRUCK,4,4530,PCA33A9A8,801.0,Tue
8013,Thu Aug 19 09:34:22 2021,4821926,CAR,2,4367,PC8D90EF0,801.0,Thu
8014,Sat Aug  7 22:55:14 2021,2372591,CAR,2,4653,PC1CE4935,801.0,Sat
8015,Sun Aug 15 13:45:24 2021,8347465,CAR,2,4405,PC70CA955,801.0,Sun
8016,Mon Aug  2 13:54:37 2021,6341055,CAR,2,4831,PC0EC3E54,801.0,Mon
8017,Sun Aug  8 06:44:41 2021,8591057,VAN,2,4594,PC59414DA,801.0,Sun
8018,Thu Aug 12 17:24:39 2021,5748245,VAN,2,4183,PCF5E7754,801.0,Thu
8019,Tue Aug  3 09:51:15 2021,2426854,TRUCK,4,4702,PCDBC3AC9,801.0,Tue
8020,Fri Jul 30 02:29:14 2021,9176758,CAR,2,4066,PC883FCA9,802.0,Fri
8021,Sat Jul 31 23:06:37 2021,9560794,TRUCK,4,4092,PC40C2E00,802.0,Sat
8022,Tue Aug  3 22:08:18 2021,4306812,CAR,2,4401,PC0606D6A,802.0,Tue
8023,Mon Aug 16 05:09:39 2021,6695198,CAR,2,4890,PCAFC8A56,802.0,Mon
8024,Thu Aug  5 18:31:47 2021,9056945,CAR,2,4535,PC1BC7FA5,802.0,Thu
8025,Wed Aug 18 01:21:41 2021,8975102,CAR,2,4123,PCDE850D8,802.0,Wed
8026,Thu Aug 12 18:58:08 2021,2671345,CAR,2,4516,PCF7F25B7,802.0,Thu
8027,Sat Jul 31 08:38:06 2021,4428358,CAR,2,4871,PC397AFA3,802.0,Sat
8028,Sat Aug  7 22:02:30 2021,2136178,CAR,2,4198,PCB0994D1,802.0,Sat
8029,Sun Aug  8 02:56:00 2021,9192559,CAR,2,4403,PCCAFA3BB,802.0,Sun
8030,Wed Aug 18 19:31:43 2021,9139839,TRUCK,4,4197,PCE32ED40,803.0,Wed
8031,Sun Aug  8 18:34:04 2021,794399,CAR,2,4297,PCDE89544,803.0,Sun
8032,Thu Aug 12 10:19:51 2021,3762149,CAR,2,4804,PC68484C6,803.0,Thu
8033,Wed Aug 18 10:00:41 2021,4098307,VAN,2,4708,PC82D2552,803.0,Wed
8034,Fri Aug 20 08:19:52 2021,9500697,TRUCK,4,4136,PCA579A65,803.0,Fri
8035,Thu Aug 12 18:29:08 2021,675311,CAR,2,4548,PC4486317,803.0,Thu
8036,Thu Aug 12 05:15:23 2021,2269689,CAR,2,4247,PCEE69498,803.0,Thu
8037,Fri Aug 13 18:47:58 2021,4485663,CAR,2,4240,PC72FE04B,803.0,Fri
8038,Wed Aug 11 21:17:58 2021,3237735,TRUCK,4,4531,PC857F4A0,803.0,Wed
8039,Mon Aug 16 02:49:16 2021,7579809,CAR,2,4497,PC76FDDEA,803.0,Mon
8040,Mon Aug 16 01:25:17 2021,5438002,CAR,2,4881,PCDE20E6F,804.0,Mon
8041,Thu Jul 29 17:42:01 2021,6881411,VAN,2,4535,PC1BC7FA5,804.0,Thu
8042,Thu Aug 12 06:40:48 2021,4273486,CAR,2,4046,PCAC345FD,804.0,Thu
8043,Tue Aug  3 04:28:25 2021,2758792,VAN,2,4154,PC2C2EF9E,804.0,Tue
8044,Fri Aug 20 12:05:46 2021,7396373,TRUCK,4,4453,PC5EC8DF5,804.0,Fri
8045,Wed Aug  4 00:13:18 2021,9067382,CAR,2,4761,PCB206182,804.0,Wed
8046,Fri Aug 13 09:27:51 2021,8490800,CAR,2,4152,PCF6F4CA1,804.0,Fri
8047,Sun Aug 22 13:23:48 2021,5725183,CAR,2,4888,PC46C55B4,804.0,Sun
8048,Tue Aug 10 15:48:54 2021,2692752,CAR,2,4500,PC548BDC0,804.0,Tue
8049,Sat Aug 14 05:21:22 2021,9588732,TRUCK,4,4594,PC59414DA,804.0,Sat
8050,Sat Aug  7 19:00:20 2021,425412,TRUCK,4,4255,PCB7E7138,805.0,Sat
8051,Sun Aug  1 07:07:51 2021,8843367,CAR,2,4409,PC44E2F09,805.0,Sun
8052,Tue Aug  3 12:51:04 2021,8667329,CAR,2,4174,PC041D874,805.0,Tue
8053,Sun Aug 15 13:04:39 2021,9075489,CAR,2,4204,PC5881E06,805.0,Sun
8054,Tue Aug 17 17:15:09 2021,6789029,CAR,2,4655,PCF9CAB22,805.0,Tue
8055,Thu Aug 19 05:52:49 2021,7313312,CAR,2,4798,PC17F8052,805.0,Thu
8056,Tue Aug 10 18:31:44 2021,3274379,VAN,2,4033,PC783B5FC,805.0,Tue
8057,Thu Jul 29 18:08:40 2021,8236627,TRUCK,4,4709,PCC8C7059,805.0,Thu
8058,Tue Aug  3 01:56:15 2021,8223818,TRUCK,4,4699,PC2C1B987,805.0,Tue
8059,Tue Aug  3 05:10:00 2021,7618402,CAR,2,4141,PC13CB69B,805.0,Tue
8060,Sun Aug  1 05:25:08 2021,6069599,TRUCK,4,4925,PCE5E04A2,806.0,Sun
8061,Wed Aug  4 10:59:18 2021,9414515,CAR,2,4829,PCEC030F2,806.0,Wed
8062,Tue Aug 10 18:37:36 2021,5623528,CAR,2,4983,PCC3E4ADA,806.0,Tue
8063,Fri Aug 20 15:42:28 2021,2485173,CAR,2,4809,PCAD363FC,806.0,Fri
8064,Sun Aug  1 22:28:38 2021,9876481,CAR,2,4864,PC259547F,806.0,Sun
8065,Fri Aug 13 13:49:44 2021,1635396,TRUCK,4,4679,PC88494D0,806.0,Fri
8066,Sat Aug 14 02:07:21 2021,769053,CAR,2,4070,PCEECA8B2,806.0,Sat
8067,Thu Aug 12 17:08:05 2021,957949,CAR,2,4258,PCAC64E67,806.0,Thu
8068,Thu Jul 29 19:00:58 2021,1514815,CAR,2,4315,PC6E0962A,806.0,Thu
8069,Thu Aug 19 05:45:06 2021,3321941,TRUCK,4,4166,PCE450C55,806.0,Thu
8070,Thu Aug 12 10:36:39 2021,3842168,CAR,2,4615,PC1ECBA39,807.0,Thu
8071,Sat Aug 21 17:33:51 2021,5446005,CAR,2,4541,PCC6A4CD8,807.0,Sat
8072,Mon Aug  2 01:03:25 2021,1648969,TRUCK,4,4018,PCCB2657A,807.0,Mon
8073,Tue Aug 17 04:13:13 2021,1190594,TRUCK,4,4188,PCDB12C82,807.0,Tue
8074,Wed Aug 18 15:11:27 2021,1467655,TRUCK,4,4665,PCF63C15F,807.0,Wed
8075,Thu Aug 12 02:14:13 2021,4507079,TRUCK,4,4469,PC120EEFD,807.0,Thu
8076,Sun Aug  1 16:30:43 2021,3267963,CAR,2,4090,PC1EE951B,807.0,Sun
8077,Fri Aug 13 03:14:41 2021,1416260,TRUCK,4,4306,PC5D6563A,807.0,Fri
8078,Wed Aug 18 06:27:00 2021,4169264,CAR,2,4874,PC9F481D4,807.0,Wed
8079,Mon Aug 16 02:04:19 2021,3035778,CAR,2,4065,PC3B514E2,807.0,Mon
8080,Tue Aug 17 19:22:44 2021,1234332,TRUCK,4,4439,PC845CEA6,808.0,Tue
8081,Sun Aug  1 00:18:53 2021,3659841,CAR,2,4537,PC10C700F,808.0,Sun
8082,Sun Aug 15 03:26:02 2021,6878750,VAN,2,4127,PCA2D76A5,808.0,Sun
8083,Fri Aug  6 01:00:24 2021,7219602,CAR,2,4278,PC4847214,808.0,Fri
8084,Tue Aug 17 03:54:59 2021,2754998,VAN,2,4020,PC2265FB3,808.0,Tue
8085,Tue Aug 17 07:01:54 2021,635736,CAR,2,4669,PC36675CE,808.0,Tue
8086,Wed Aug  4 20:04:33 2021,674870,TRUCK,4,4327,PC16F59EC,808.0,Wed
8087,Sat Aug 21 13:05:29 2021,2202845,CAR,2,4414,PC40BD0F3,808.0,Sat
8088,Sun Aug  8 11:45:47 2021,941595,CAR,2,4254,PC0C0EE22,808.0,Sun
8089,Sun Aug  8 05:03:21 2021,4892001,CAR,2,4296,PCA24C1E1,808.0,Sun
8090,Thu Aug 12 05:21:46 2021,1996276,TRUCK,4,4268,PC6CC51DA,809.0,Thu
8091,Mon Aug 16 15:13:50 2021,9248594,CAR,2,4342,PCE7F2748,809.0,Mon
8092,Sat Aug 14 08:52:34 2021,1014734,CAR,2,4226,PCDC5C9E2,809.0,Sat
8093,Wed Aug  4 01:48:18 2021,2286589,CAR,2,4633,PC974552B,809.0,Wed
8094,Mon Aug  9 02:17:24 2021,4050257,VAN,2,4105,PC43919D1,809.0,Mon
8095,Tue Aug 17 02:16:22 2021,7032854,VAN,2,4434,PCA491459,809.0,Tue
8096,Sun Aug  8 06:36:11 2021,8420501,CAR,2,4491,PCA52F720,809.0,Sun
8097,Sun Aug 15 19:33:55 2021,4060699,CAR,2,4273,PC0EF5BA6,809.0,Sun
8098,Thu Jul 29 18:46:15 2021,1425073,CAR,2,4276,PC4E15B39,809.0,Thu
8099,Tue Aug 10 07:18:40 2021,5111715,CAR,2,4196,PC4B8A835,809.0,Tue
8100,Thu Aug 19 14:48:35 2021,7116804,CAR,2,4515,PC6A1B37B,810.0,Thu
8101,Sat Jul 31 14:06:11 2021,901669,CAR,2,4134,PC767BBB2,810.0,Sat
8102,Sat Aug  7 21:39:46 2021,6995160,CAR,2,4894,PCDADB8C6,810.0,Sat
8103,Wed Aug 11 11:06:52 2021,7113896,CAR,2,4529,PC3FAA264,810.0,Wed
8104,Tue Aug  3 14:12:43 2021,5462662,CAR,2,4958,PC8A8976A,810.0,Tue
8105,Sun Aug 15 09:46:43 2021,4763732,TRUCK,4,4751,PCD33B3C9,810.0,Sun
8106,Tue Aug 17 15:08:07 2021,5301967,CAR,2,4609,PC1551C8E,810.0,Tue
8107,Tue Aug  3 07:00:49 2021,3831073,CAR,2,4683,PC96978C6,810.0,Tue
8108,Wed Aug 18 00:21:30 2021,2772633,TRUCK,4,4778,PCCCADDBD,810.0,Wed
8109,Sun Aug 22 13:19:48 2021,4827467,TRUCK,4,4514,PC374C341,810.0,Sun
8110,Sat Aug 14 09:49:55 2021,6370744,TRUCK,4,4372,PC1E0F3B6,811.0,Sat
8111,Wed Aug  4 19:59:14 2021,1551612,CAR,2,4329,PCF9CCB5A,811.0,Wed
8112,Mon Aug  2 10:05:50 2021,8625041,TRUCK,4,4918,PC8F8E598,811.0,Mon
8113,Mon Aug 16 22:13:53 2021,5507182,CAR,2,4519,PC92A6471,811.0,Mon
8114,Fri Jul 30 03:03:21 2021,3618484,TRUCK,4,4227,PCD8346A6,811.0,Fri
8115,Wed Aug 18 08:56:37 2021,1720345,CAR,2,4818,PCF243BF3,811.0,Wed
8116,Wed Aug 18 21:41:58 2021,4474527,CAR,2,4142,PC7ACFF7C,811.0,Wed
8117,Fri Jul 30 09:06:38 2021,8040294,CAR,2,4375,PCAE085FE,811.0,Fri
8118,Wed Aug 11 16:58:21 2021,2613000,CAR,2,4954,PCA276EBB,811.0,Wed
8119,Sun Aug  8 23:00:52 2021,7659236,CAR,2,4354,PC0671DD4,811.0,Sun
8120,Thu Aug  5 04:52:15 2021,274829,CAR,2,4229,PCD0DDD3D,812.0,Thu
8121,Fri Aug 13 01:10:46 2021,5157302,TRUCK,4,4133,PC30FC453,812.0,Fri
8122,Mon Aug 16 02:17:52 2021,3672888,VAN,2,4129,PCA6127FF,812.0,Mon
8123,Sat Aug 21 11:31:16 2021,6500970,TRUCK,4,4325,PC8FC83B3,812.0,Sat
8124,Mon Aug  2 11:34:48 2021,6586355,CAR,2,4478,PCB02917E,812.0,Mon
8125,Thu Aug  5 23:58:32 2021,6413690,CAR,2,4599,PC800C92D,812.0,Thu
8126,Mon Aug 16 00:21:00 2021,1397184,TRUCK,4,4905,PCE1EA438,812.0,Mon
8127,Wed Aug  4 12:40:32 2021,1622942,CAR,2,4682,PCBB02F92,812.0,Wed
8128,Tue Aug 17 15:57:47 2021,1495567,CAR,2,5002,PC585BD38,812.0,Tue
8129,Fri Aug 13 04:09:57 2021,6343077,CAR,2,4851,PC0954183,812.0,Fri
8130,Tue Aug 17 20:53:00 2021,431864,CAR,2,4768,PC7BEFC3B,813.0,Tue
8131,Mon Aug  9 21:16:46 2021,430105,CAR,2,4307,PC87D90FE,813.0,Mon
8132,Sat Aug 21 05:51:43 2021,7855215,CAR,2,4786,PCB7F1F8A,813.0,Sat
8133,Fri Aug  6 03:58:21 2021,2861935,VAN,2,4119,PC9EBEDB5,813.0,Fri
8134,Sun Aug 22 02:23:21 2021,739031,CAR,2,4909,PCDED6F20,813.0,Sun
8135,Sat Jul 31 03:03:00 2021,8771884,CAR,2,4584,PC1085B78,813.0,Sat
8136,Wed Aug 18 22:00:54 2021,248195,CAR,2,4037,PC0A50259,813.0,Wed
8137,Mon Aug  2 17:55:13 2021,3663037,CAR,2,4767,PC61F3A80,813.0,Mon
8138,Thu Aug 19 11:56:12 2021,8437262,VAN,2,4105,PC43919D1,813.0,Thu
8139,Fri Aug 20 09:38:29 2021,334466,CAR,2,4262,PCCB12F8C,813.0,Fri
8140,Wed Aug 11 15:02:19 2021,9980546,CAR,2,4090,PC1EE951B,814.0,Wed
8141,Tue Aug 17 22:53:12 2021,9436536,CAR,2,4115,PCF5D4B0A,814.0,Tue
8142,Sat Aug 21 13:31:39 2021,3070607,CAR,2,4147,PC4D2C5A7,814.0,Sat
8143,Wed Aug 11 08:53:57 2021,8321694,TRUCK,4,4003,PC83F544D,814.0,Wed
8144,Mon Aug 16 18:09:48 2021,6575583,CAR,2,4517,PC9AF321D,814.0,Mon
8145,Wed Aug  4 21:40:40 2021,4561219,TRUCK,4,4765,PC795A0A3,814.0,Wed
8146,Tue Aug 10 04:16:05 2021,5969255,CAR,2,4559,PC93AAEC9,814.0,Tue
8147,Sat Aug  7 19:26:21 2021,9362694,VAN,2,4608,PCACD1BEE,814.0,Sat
8148,Thu Aug  5 23:50:34 2021,4629983,VAN,2,4400,PC3BD7D63,814.0,Thu
8149,Mon Aug  9 16:32:35 2021,695637,CAR,2,4641,PCAA9F518,814.0,Mon
8150,Fri Jul 30 01:33:40 2021,1812793,CAR,2,4523,PC0005AC7,815.0,Fri
8151,Tue Aug 17 09:51:54 2021,9954253,TRUCK,4,4831,PC0EC3E54,815.0,Tue
8152,Fri Jul 30 10:44:58 2021,8258952,VAN,2,4925,PCE5E04A2,815.0,Fri
8153,Fri Aug  6 15:34:58 2021,2365594,CAR,2,4429,PC65E7991,815.0,Fri
